datum,m01ab,m01ae,n02ba,n02be,n05b,n05c,r03,r06,year,month,month_name,quarter,day,weekday,weekday_name,hour,total_sales
2014-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,6,0,Monday,23,0.0
2014-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,0,0.0
2014-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,1,0.0
2014-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,2,0.0
2014-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,3,0.0
2014-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,4,0.0
2014-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,5,0.0
2014-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,6,0.0
2014-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,7,0.0
2014-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,8,0.0
2014-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,9,0.0
2014-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,10,0.0
2014-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,11,0.0
2014-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,12,0.0
2014-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,13,0.0
2014-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,14,0.0
2014-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,15,0.0
2014-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,16,0.0
2014-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,17,0.0
2014-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,18,0.0
2014-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,19,0.0
2014-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,20,0.0
2014-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,21,0.0
2014-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,22,0.0
2014-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,7,1,Tuesday,23,0.0
2014-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,0,0.0
2014-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,1,0.0
2014-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,2,0.0
2014-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,3,0.0
2014-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,4,0.0
2014-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,5,0.0
2014-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,6,0.0
2014-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,7,0.0
2014-01-08 08:00:00,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2014,1,January,1,8,2,Wednesday,8,6.0
2014-01-08 09:00:00,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,9,6.0
2014-01-08 10:00:00,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,10,4.0
2014-01-08 11:00:00,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,11,4.0
2014-01-08 12:00:00,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,12,5.0
2014-01-08 13:00:00,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,2014,1,January,1,8,2,Wednesday,13,10.0
2014-01-08 14:00:00,0.33,0.0,0.0,10.2,2.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,14,12.53
2014-01-08 15:00:00,1.0,0.0,0.0,2.4,1.0,1.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,15,5.4
2014-01-08 16:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,16,2.0
2014-01-08 17:00:00,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,17,0.8
2014-01-08 18:00:00,1.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,18,12.0
2014-01-08 19:00:00,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,19,3.5
2014-01-08 20:00:00,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2014,1,January,1,8,2,Wednesday,20,2.0
2014-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014,1,January,1,8,2,Wednesday,21,2.0
2014-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,22,0.0
2014-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,8,2,Wednesday,23,0.0
2014-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,0,0.0
2014-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,1,0.0
2014-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,2,0.0
2014-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,3,0.0
2014-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,4,0.0
2014-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,5,0.0
2014-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,6,0.0
2014-01-09 07:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,7,1.0
2014-01-09 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,8,1.0
2014-01-09 09:00:00,0.0,0.34,0.0,5.0,1.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,9,6.34
2014-01-09 10:00:00,0.0,0.34,0.0,0.0,0.0,0.0,0.0,1.0,2014,1,January,1,9,3,Thursday,10,1.34
2014-01-09 11:00:00,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,11,8.0
2014-01-09 12:00:00,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,12,4.0
2014-01-09 13:00:00,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2014,1,January,1,9,3,Thursday,13,8.0
2014-01-09 14:00:00,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,14,5.0
2014-01-09 15:00:00,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,15,6.0
2014-01-09 16:00:00,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,16,5.0
2014-01-09 17:00:00,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,17,4.0
2014-01-09 18:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,18,2.0
2014-01-09 19:00:00,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2014,1,January,1,9,3,Thursday,19,8.0
2014-01-09 20:00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,20,3.0
2014-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,21,0.0
2014-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,22,0.0
2014-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,9,3,Thursday,23,0.0
2014-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,0,0.0
2014-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,1,0.0
2014-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,2,0.0
2014-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,3,0.0
2014-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,4,0.0
2014-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,5,0.0
2014-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,6,0.0
2014-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,7,0.0
2014-01-10 08:00:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,8,4.0
2014-01-10 09:00:00,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,9,5.0
2014-01-10 10:00:00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2014,1,January,1,10,4,Friday,10,3.0
2014-01-10 11:00:00,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2014,1,January,1,10,4,Friday,11,3.0
2014-01-10 12:00:00,0.0,0.0,0.0,10.3,1.0,1.0,0.0,0.0,2014,1,January,1,10,4,Friday,12,12.3
2014-01-10 13:00:00,2.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,2014,1,January,1,10,4,Friday,13,17.0
2014-01-10 14:00:00,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,14,10.0
2014-01-10 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,15,3.0
2014-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,January,1,10,4,Friday,16,0.0
