customer_id,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio
CUST00054,89907.58,1330177.84,124584.16,514366.79,157778.75,13996.4,0.089,67641.19,31060.79,1969128.79,1.825
CUST00055,73358.79,2201650.11,387969.15,1175658.69,185982.0,87197.26,0.469,227800.66,14821.45,3765277.95,4.277
CUST00056,60475.46,1827442.67,120501.42,1149715.58,138318.98,6662.58,0.048,242860.26,11498.87,3097659.67,4.268
CUST00057,58435.81,1070604.88,205678.06,270146.86,203986.96,36987.07,0.181,47051.55,29842.73,1546429.8,2.205
CUST00058,172798.07,3645191.2,586881.78,1561883.41,355800.42,59814.27,0.168,82151.55,42658.38,5793956.39,2.794
CUST00059,208736.13,3842063.94,160216.48,1986063.18,479693.88,16523.68,0.034,249719.0,63755.8,5988343.6,2.391
CUST00060,123820.91,1682588.38,186862.01,538626.58,196064.72,22072.62,0.113,92222.56,35612.78,2408076.97,1.621
CUST00061,70241.35,1737378.57,248476.55,445589.36,108336.88,11379.66,0.105,480233.92,32444.37,2431444.48,2.885
CUST00062,100333.7,4361397.16,783006.32,2284744.91,198156.69,83579.4,0.422,179023.91,2993.84,7429148.39,6.17
CUST00063,79543.26,2393465.11,225710.39,1550305.5,347528.37,139163.27,0.4,59767.0,24169.43,4169481.0,4.368
CUST00064,57383.04,1206062.99,116779.7,487829.06,203592.41,80968.41,0.398,4336004.5,7900.59,1810671.75,2.63
CUST00065,80623.95,1909528.02,364532.95,961986.73,143623.81,41999.72,0.292,159439.02,13112.74,3236047.7,3.345
CUST00066,71247.21,1774498.88,217543.67,620965.79,278110.51,50684.07,0.182,106197.55,29265.35,2613008.34,3.056
CUST00067,300308.64,6919513.1,812977.03,4340289.34,715205.82,144544.03,0.202,165513.66,38124.43,12072779.47,3.35
CUST00068,46693.1,1393083.33,90977.31,822643.99,165102.52,61018.37,0.37,399421.76,10060.05,2306704.63,4.117
CUST00069,63867.73,647156.48,98537.73,309308.57,157329.8,17990.45,0.114,109481.98,27314.5,1055002.78,1.377
CUST00070,82552.14,1663321.42,299876.03,732611.7,135998.93,15882.19,0.117,129506.07,10593.91,2695809.15,2.721
CUST00071,139076.56,3095844.94,394491.06,1815852.44,490509.4,178552.24,0.364,33507.32,17540.5,5306188.44,3.179
CUST00072,123746.33,3695538.12,212560.89,2028147.2,440017.2,159660.21,0.363,472512.33,18379.48,5936246.21,3.998
CUST00073,62705.82,1405723.67,128708.17,538830.14,202947.52,49644.44,0.245,495323.31,3373.29,2073261.98,2.755
CUST00074,40439.78,434402.55,80380.32,275439.59,142617.31,8601.37,0.06,383930.29,16176.75,790222.46,1.628
CUST00075,38969.91,876564.7,55971.73,341986.15,136204.74,19963.86,0.147,132605.57,8162.82,1274522.58,2.725
CUST00076,57967.03,1717605.5,193129.46,912300.99,120008.49,2113.85,0.018,154641.8,23955.89,2823035.95,4.058
CUST00077,50737.24,1396000.3,105608.52,850197.04,110735.11,13549.57,0.122,89692.18,20000.34,2351805.86,3.863
CUST00078,98256.34,2237264.17,427988.95,939827.1,307910.25,46894.5,0.152,52505.32,16489.77,3605080.22,3.058
CUST00079,95482.07,1189155.5,123021.5,458085.27,378615.94,30832.71,0.081,123999.0,28375.14,1770262.27,1.545
CUST00080,67795.98,1357694.33,197638.45,750676.03,259889.47,105684.61,0.407,680564.48,24352.82,2306008.81,2.834
CUST00081,101242.47,2871007.87,424305.56,1832815.29,356975.53,23734.93,0.066,134068.63,12043.82,5128128.72,4.221
CUST00082,93019.35,1151531.57,79760.33,336923.93,178227.95,25371.73,0.142,167071.19,31540.49,1568215.83,1.405
CUST00083,24457.05,335540.04,55286.73,208429.57,93046.34,34193.21,0.367,1028622.36,920.22,599256.34,2.042
CUST00084,80387.19,1908592.55,195541.61,891875.1,302552.08,17501.9,0.058,78406.36,15490.86,2996009.26,3.106
CUST00085,110485.12,2537606.75,474147.58,1545561.25,370753.56,62218.79,0.168,73125.75,14145.87,4557315.58,3.437
CUST00086,89763.16,1868972.62,290553.71,1171285.13,185254.17,112076.29,0.605,105743.5,49563.83,3330811.46,3.092
CUST00087,59354.87,1130024.71,202662.81,663315.13,122048.63,26734.11,0.219,41833.81,27952.51,1996002.65,2.802
CUST00088,90694.39,2321855.43,340202.41,1437428.18,348359.99,191426.67,0.55,178506.35,45750.85,4099486.02,3.767
CUST00089,42350.4,599061.2,102203.07,266170.49,35754.21,3681.21,0.103,158278.64,6353.32,967434.76,1.904
CUST00090,111033.16,1266482.95,148108.34,504083.72,472441.38,39274.59,0.083,77575.05,20381.27,1918675.01,1.44
CUST00091,72032.34,862089.29,153640.34,531358.59,117144.72,17715.49,0.151,43205.84,32247.75,1547088.22,1.79
CUST00092,238146.98,4765852.9,869365.25,1262990.8,778102.08,211334.14,0.272,75734.24,38872.57,6898208.95,2.414
CUST00093,44011.11,579140.92,96736.0,247166.49,82504.59,21301.5,0.258,401467.79,23573.7,923043.41,1.748
CUST00094,84013.19,1627075.53,226433.89,1000316.48,241234.3,46656.28,,237882.18,30633.97,2853825.9,2.831
CUST00095,50022.62,1152211.51,61407.83,700788.06,63846.47,13285.58,0.208,148226.21,6954.75,1914407.4,3.189
CUST00096,130171.02,4922329.36,416608.52,2803091.67,557121.32,68422.3,0.123,280403.08,51950.29,8142029.55,5.212
CUST00097,46882.59,1451674.53,122524.17,885432.81,42144.14,12153.16,0.288,34263.64,11308.26,2459631.51,4.372
CUST00098,135347.7,4148992.89,262771.69,1133327.74,359727.23,106793.49,0.297,68232.15,41167.68,5545092.32,3.414
CUST00099,97952.19,1639672.97,295994.58,978360.24,123127.94,50935.14,0.414,124541.87,15998.46,2914027.79,2.479
CUST00100,68042.2,715090.95,53446.22,448587.2,246782.5,96282.2,0.39,75759.14,5610.77,1217124.37,1.491
CUST00101,129487.71,2660897.76,107043.94,994926.8,382714.2,59897.35,0.157,31897.92,61628.06,3762868.5,2.422
CUST00102,184117.78,3376289.79,165312.18,1750628.51,240496.78,34636.56,0.144,80869.64,102557.67,5292230.48,2.395
CUST00103,137700.76,4687847.59,733524.0,1448447.23,419058.21,73357.33,0.175,256956.97,48683.79,6869818.82,4.157
CUST00104,45840.46,662506.58,116704.6,335979.58,44338.88,29156.95,0.658,70546.6,8354.98,1115190.76,2.027
CUST00105,114282.6,3395551.38,191805.67,2066654.57,126582.7,22812.87,0.18,1415505.66,52599.79,5654011.62,4.123
CUST00106,133509.33,2242631.86,308452.49,1445693.43,474620.89,43916.08,0.093,57036.68,65736.53,3996777.78,2.495
CUST00107,56065.88,1558480.49,240078.79,643362.11,179917.01,44806.65,0.249,57596.19,12782.3,2441921.39,3.63
CUST00108,51499.94,1106556.11,87238.43,520205.6,218831.15,59864.86,0.274,79019.78,2630.71,1714000.14,2.773
CUST00109,106824.07,2170277.49,225850.95,1044489.65,466724.27,64756.67,0.139,422216.33,23910.82,3440618.09,2.684
CUST00110,57057.91,1634035.63,280434.61,486800.68,226548.94,77479.08,0.342,50081.61,26333.72,2401270.92,3.507
CUST00111,55509.11,883449.54,45489.95,415753.58,112011.0,15286.2,0.136,272675.46,20335.23,1344693.07,2.019
CUST00112,54563.0,1518728.68,107022.54,744457.63,234639.1,99455.16,0.424,20892.98,16167.14,2370208.85,3.62
CUST00113,86400.65,1882066.46,158074.18,772934.96,386454.84,88871.4,0.23,343444.12,39606.34,2813075.6,2.713
CUST00114,66755.89,2512538.89,202490.73,,252174.35,72930.51,0.289,423877.95,13570.81,3696641.01,4.615
CUST00115,33682.17,477962.22,35226.7,232733.12,138689.22,21934.76,0.158,132566.52,2245.21,745922.04,1.845
CUST00116,34240.76,489527.02,96739.78,145758.09,108250.61,15051.93,0.139,661304.32,10653.75,732024.89,1.782
CUST00117,170161.88,2317113.39,101670.8,671629.38,645996.42,75232.92,0.116,4095373.79,50310.64,3090413.57,1.513
CUST00118,70140.87,3405882.41,272471.51,2096211.38,309763.61,52974.77,0.171,269851.72,24214.17,5774565.3,6.861
CUST00119,86719.72,2565587.61,171920.46,1471353.34,100390.61,51667.44,0.515,24453.19,14579.16,4208861.41,4.045
CUST00120,43796.41,482208.3,42289.89,222076.0,75815.35,35047.15,0.462,660827.15,16342.12,746574.19,1.421
CUST00121,26979.86,495228.8,26466.45,230720.98,98397.5,21230.16,0.216,346621.83,5193.15,752416.23,2.324
CUST00122,96301.29,1517953.91,113631.72,573035.49,345335.01,200528.69,0.581,48711.06,22968.8,2204621.12,1.908
CUST00123,171185.09,2824361.85,523844.61,791013.77,539885.91,259546.43,0.481,107557.18,51868.85,4139220.23,2.015
CUST00124,41632.94,610854.85,91133.52,301532.21,146924.38,30306.92,,136513.31,11924.98,1003520.58,2.009
CUST00125,133611.78,2950500.69,262921.68,1896010.76,263572.65,57282.69,0.217,182272.93,25714.48,5109433.13,3.187
CUST00126,141368.66,3912532.41,622976.88,2467612.62,136796.04,33880.53,0.248,101903.03,40961.05,7003121.91,4.128
CUST00127,45783.77,1662953.39,107643.41,1021277.92,186632.97,53159.54,0.285,57368.73,4828.52,2791874.72,5.082
CUST00128,26612.36,471545.78,74253.24,159374.24,42872.46,12892.63,0.301,915409.94,7321.47,705173.26,2.208
CUST00129,37662.99,489394.92,61282.18,226161.35,150050.71,46338.06,0.309,201292.6,3506.79,776838.45,1.719
CUST00130,120083.68,3101695.46,296004.54,,116683.03,31576.46,0.271,89907.0,32538.87,4758320.0,3.302
CUST00131,27741.84,429468.9,38901.47,175199.6,96457.46,17781.28,0.184,427844.99,5420.84,643569.97,1.933
CUST00132,83715.41,1867186.36,335931.21,1154428.93,366438.75,114411.64,0.312,172010.59,46935.11,3357546.5,3.342
CUST00133,90642.23,2392089.75,176518.7,1420441.55,325597.1,91046.16,0.28,145820.87,21255.62,3989050.0,3.667
CUST00134,43335.51,1202088.1,96888.08,430453.98,139946.45,9286.4,0.066,84955.45,18395.03,1729430.16,3.326
CUST00135,58890.05,1788696.52,200605.16,920275.78,251551.44,19664.9,0.078,124727.61,5099.78,2909577.46,4.117
CUST00136,38656.48,1057175.68,77695.83,597400.46,153961.16,29963.2,0.195,124970.26,17103.65,1732271.97,3.734
CUST00137,89282.57,1983575.51,338459.94,670983.2,134330.68,76198.49,0.567,100537.5,22244.77,2993018.65,2.794
CUST00138,112202.62,2339090.32,358041.25,1234849.22,228331.65,79230.17,0.347,65284.69,62110.99,3931980.79,2.92
CUST00139,75630.53,1000025.12,128539.61,505217.3,238358.68,30439.82,0.128,171288.96,31233.8,1633782.03,1.8
CUST00140,55797.01,677483.02,67063.52,291417.83,186712.85,34240.43,0.183,381009.81,22877.91,1035964.37,1.547
CUST00141,76983.61,2167581.14,404333.83,895196.69,148455.3,29877.08,0.201,51267.31,30857.4,3467111.66,3.753
CUST00142,69261.09,2651717.94,285813.24,1356052.39,152464.16,97312.89,0.638,329003.54,11247.08,4293583.57,5.166
CUST00143,138041.94,3241676.41,495718.3,1782152.77,555229.94,79541.09,0.143,47128.02,55225.69,5519547.48,3.332
CUST00144,58761.22,1422336.71,103613.3,783121.91,238608.79,12176.6,,35900.34,3497.11,2309071.92,3.275
CUST00145,72025.13,812085.43,133781.86,310490.3,75774.36,8699.25,0.115,126292.53,32873.84,1256357.59,1.454
CUST00146,47584.3,865596.17,77323.76,408455.58,152444.37,12016.42,0.079,6373.1,10497.87,1351375.51,2.367
CUST00147,84662.09,2024203.24,247399.17,878394.26,98940.2,61874.18,0.625,70441.05,25325.4,3149996.67,3.101
CUST00148,390234.63,15758148.47,2654839.78,7909061.42,1500000.0,512949.85,0.342,170580.97,229037.15,26322049.67,5.621
CUST00149,60300.99,1004030.7,66672.5,,174759.59,55854.33,0.32,58994.87,18865.32,1418445.55,1.96
CUST00150,66581.87,1629429.11,212204.39,708769.24,124232.03,18536.17,0.149,391396.23,27151.34,2550402.74,3.192
CUST00151,59880.28,935832.3,88183.38,416772.52,96705.31,8821.09,0.091,640698.84,22109.09,1440788.2,2.005
CUST00152,201387.14,5099102.87,663174.05,1697912.84,278651.47,45777.75,0.164,102510.16,76812.38,7460189.76,3.087
CUST00153,60533.95,1761936.3,89298.28,746989.99,116220.45,22136.21,0.19,55205.09,22240.2,2598224.57,3.577
CUST00154,45070.44,1110901.84,199758.81,506608.03,88970.71,23305.88,0.262,108161.92,11459.04,1817268.68,3.36
CUST00155,95642.09,2240817.53,435812.38,629307.89,336958.87,81479.09,0.242,27774.68,54667.52,3305937.8,2.88
CUST00156,69665.82,1731515.52,269924.12,688671.49,272210.09,8800.55,0.032,146645.35,24028.22,2690111.13,3.218
CUST00157,25997.79,464280.76,32815.89,217518.2,103346.77,24455.53,0.237,99323.98,5199.33,714614.85,2.291
CUST00158,86455.9,1767135.65,121398.37,915191.16,253160.29,48313.64,0.191,33257.83,13852.82,2803725.18,2.702
CUST00159,53731.48,1297897.18,159946.99,394190.32,61193.78,3845.26,0.063,159016.24,15059.29,1852034.49,2.872
CUST00160,32197.71,757440.86,124134.59,392036.41,127760.09,19231.48,0.151,2073437.73,16681.12,1273611.86,3.296
CUST00161,36536.04,517503.84,68174.49,172712.4,43355.85,4430.36,0.102,176064.64,3219.81,758390.73,1.73
CUST00162,74113.46,1520773.08,286829.99,858006.54,109219.77,29172.39,0.267,54008.43,12696.68,2665609.61,2.997
CUST00163,57795.71,1296165.83,69490.11,421998.29,90711.54,5191.22,0.057,129231.23,14181.95,1787654.23,2.578
CUST00164,57245.84,660402.8,46396.83,226576.12,52574.91,14998.52,0.285,355342.53,2194.68,933375.75,1.359
CUST00165,53894.55,1489688.77,210292.11,846467.81,186576.35,97253.44,0.521,620047.74,3253.08,2546448.69,3.937
CUST00166,60827.29,1212399.65,129333.98,444783.0,124151.13,12383.84,0.1,113287.35,9551.06,1786516.63,2.448
CUST00167,88587.22,2084535.83,343959.38,790270.98,315820.65,145941.7,0.462,201330.23,19110.06,3218766.19,3.028
CUST00168,171453.92,5183050.51,482879.67,2468612.7,702414.69,106355.56,0.151,994367.55,21658.05,8134542.88,3.954
CUST00169,33361.78,652548.0,108238.83,338210.07,144551.29,66049.62,0.457,100206.21,8271.18,1098996.9,2.745
CUST00170,76421.07,2240435.98,155461.21,1067527.64,256486.72,48400.72,0.189,127646.62,40953.32,3463424.83,3.777
CUST00171,55782.76,1047200.11,188181.66,356943.6,146645.22,19751.7,0.135,594846.03,26369.51,1592325.37,2.379
CUST00172,64136.28,1627919.9,69226.53,1018568.9,223487.54,38210.31,0.171,79343.66,21965.19,2715715.33,3.529
CUST00173,55684.72,1193754.79,77122.16,414277.28,181784.12,44629.18,0.246,185034.41,23276.69,1685154.23,2.522
CUST00174,119371.12,1713763.34,205959.68,824787.74,118378.5,21893.26,0.185,227211.53,12520.41,2744510.76,1.916
CUST00175,33120.23,852070.06,151268.54,485842.91,102478.46,42355.15,0.413,128105.81,20913.02,1489181.51,3.747
CUST00176,65405.55,1401746.84,87342.22,744155.48,249923.2,13419.12,0.054,183423.41,51194.05,2233244.54,2.845
CUST00177,41265.46,1005493.7,52330.31,318315.8,46703.28,9895.18,0.212,314494.43,25358.67,1376139.81,2.779
CUST00178,30857.59,709621.76,107614.79,381402.49,119623.03,42676.88,0.357,255291.5,9471.71,1198639.04,3.237
CUST00179,167901.57,3423043.96,438222.47,1778811.0,613966.95,207766.54,0.338,199274.26,70970.18,5640077.43,2.799
CUST00180,47861.96,1045078.19,178064.26,270406.99,88963.78,19812.98,0.223,121563.21,8284.19,1493549.44,2.6
CUST00181,132214.88,3485289.63,688669.91,1162304.83,548268.79,353318.11,0.644,226269.73,73742.32,5336264.37,3.363
CUST00182,54053.05,736763.72,58552.05,308231.79,223550.99,21809.75,0.098,99181.98,13639.92,1103547.56,1.701
CUST00183,96026.57,3374535.37,371578.78,1437024.45,244978.67,92273.95,0.377,133851.1,16911.03,5183138.6,4.498
CUST00184,99263.37,2827493.07,206807.55,798884.76,213008.49,11372.37,0.053,380655.74,20178.86,3833185.38,3.218
CUST00185,65702.25,1678576.9,114819.48,446846.33,163598.62,74143.61,0.453,196963.28,20931.94,2240242.71,2.841
CUST00186,104090.23,2646365.21,247401.62,1484394.31,162435.8,23598.77,0.145,100472.72,5153.69,4378161.14,3.505
CUST00187,115686.71,2435446.72,108364.83,1305088.45,204528.57,64456.07,0.315,134377.4,45933.84,3848900.0,2.773
CUST00188,77743.95,2768177.93,214466.39,1474038.16,237726.48,1233.66,0.005,109187.17,18143.45,4456682.48,4.777
CUST00189,127548.96,1670929.47,269808.69,595244.2,164833.14,51966.76,0.315,125328.88,47295.22,2535982.36,1.657
CUST00190,77168.93,1085161.82,129341.19,291947.18,251171.18,119953.6,0.478,144002.94,19640.07,1506450.19,1.627
CUST00191,127969.49,2830355.62,411400.79,1172833.61,194521.85,51902.9,0.267,214793.86,23560.54,4414590.02,2.875
CUST00192,111226.0,2269840.08,111967.8,1380566.39,315826.75,98130.08,0.311,53130.78,34933.78,3762374.27,2.819
CUST00193,68650.59,1691888.44,229280.41,713119.4,307290.9,41736.41,0.136,98052.89,16232.33,2634288.25,3.198
CUST00194,71234.54,1154327.03,199852.37,715696.48,249947.44,55643.63,0.223,887619.63,21556.87,2069875.88,2.421
CUST00195,64794.08,1669731.22,230873.58,675735.76,205549.05,44457.13,0.216,226172.81,5615.72,2576340.56,3.313
CUST00196,39389.19,1451867.68,156553.27,665507.99,56352.17,14780.51,0.262,12976.56,6048.19,2273928.94,4.811
CUST00197,146265.38,4028933.29,308495.93,1305444.06,548022.95,175338.17,0.32,232560.42,60836.68,5642873.28,3.215
CUST00198,53081.94,1088583.36,74918.26,397044.91,219689.58,37187.59,0.169,926818.87,5556.15,1560546.53,2.45
CUST00199,94498.63,836371.34,166811.45,512747.32,135684.58,53279.26,0.393,123262.9,38859.8,1515930.11,1.337
CUST00200,179045.2,2648130.81,251276.88,710273.5,695177.59,226853.16,0.326,174315.09,44966.02,3609681.19,1.68
CUST00201,60290.63,1004084.22,42218.19,501053.16,59787.36,12883.95,0.215,844105.67,24801.61,1547355.57,2.139
CUST00202,77450.51,929945.04,167320.29,417602.85,131486.46,2104.36,0.016,215150.42,28174.26,1514868.18,1.63
CUST00203,44104.33,1242446.48,66922.96,716712.62,192160.75,41346.57,0.215,118191.31,7266.47,2026082.06,3.828
CUST00204,169028.97,5851595.96,601673.01,2876366.49,749320.02,120779.27,0.161,66359.25,112765.13,9329635.46,4.6
CUST00205,28888.23,684805.0,32525.12,386167.16,76560.31,14237.89,0.186,91313.2,414.25,1103497.28,3.183
CUST00206,57784.01,2047087.11,123755.09,824274.95,113681.82,19140.53,0.168,63729.62,26813.61,2995117.15,4.319
CUST00207,35243.78,1071954.93,136787.05,444900.7,145441.66,21175.05,0.146,212779.31,19708.12,1653642.68,3.91
CUST00208,195728.51,7055252.95,378226.35,4511600.03,839887.81,316232.16,0.377,291068.56,14048.06,11945079.33,5.086
CUST00209,95253.46,2199110.46,285656.65,759307.95,427917.17,72978.22,0.171,24202.91,35595.1,3244075.06,2.838
CUST00210,51751.42,750052.57,92693.93,203302.24,120014.17,794.58,0.007,220101.14,18829.45,1046048.74,1.684
CUST00211,226906.14,3719846.0,480181.36,1978815.62,232978.81,74737.75,0.321,89418.56,30638.2,6178842.98,2.269
CUST00212,70306.61,870425.66,125772.95,243957.18,64066.52,5822.58,0.091,571574.13,6387.63,1240155.79,1.47
CUST00213,61564.67,1802146.89,113408.56,927963.52,150149.43,12679.09,0.084,146850.24,29098.05,2843518.97,3.849
CUST00214,33834.91,549330.19,58540.62,204095.33,90943.0,15008.24,0.165,1863078.72,4665.39,811966.14,2.0
CUST00215,112645.34,1546664.2,163392.74,477404.22,345277.96,45460.72,0.132,81702.8,30730.34,2187461.16,1.618
CUST00216,72878.14,1707093.01,188374.14,500833.14,178695.4,27525.32,0.154,592897.3,14817.61,2396300.29,2.74
CUST00217,52685.55,1184840.48,121151.64,628095.37,103659.28,6870.83,0.066,80228.03,28645.77,1934087.49,3.059
CUST00218,44551.76,1549423.93,127327.26,715377.53,86199.15,23081.52,0.268,143233.49,11176.11,2392128.72,4.474
CUST00219,40802.64,574835.69,80964.02,225006.93,177407.06,37535.15,0.212,218967.99,12270.6,880806.64,1.799
CUST00220,49198.5,885906.08,62619.02,485289.93,204970.77,127170.23,0.62,207640.51,24398.08,1433815.03,2.429
CUST00221,103386.09,1778596.61,310068.11,886192.72,198685.98,50340.04,0.253,133763.66,51515.01,2974857.44,2.398
CUST00222,59508.31,1953524.56,267978.64,1149978.07,164581.8,32878.98,0.2,159360.88,20786.95,3371481.27,4.721
CUST00223,68245.5,986159.15,178464.97,270531.81,71156.73,15845.71,0.223,85982.68,12285.66,1435155.93,1.752
CUST00224,19276.41,577871.24,81261.56,245104.57,20763.6,8041.33,0.387,143185.16,1938.82,904237.37,3.909
CUST00225,140841.73,1992135.87,315442.59,594650.54,537278.08,106609.05,0.198,57930.84,56421.35,2902229.0,1.717
CUST00226,28181.97,671623.78,125179.16,302010.51,36069.52,19430.96,0.539,148379.5,4482.41,1098813.45,3.249
